i j x
274 11 4.38794832791386
275 11 4.93249200490497
281 11 4.0376863383001
283 11 5.05255656484801
285 11 5.39498465088659
286 11 7.19902047219777
287 11 5.03914739073731
289 11 3.58845768161758
291 11 6.73909489282201
293 11 6.87091044891296
294 11 5.37777112662524
295 11 2.44013623044501
301 11 7.61264785675656
302 11 7.26405576306617
306 11 5.72765415262743
308 11 7.63884126248137
310 11 6.41547436704854
311 11 6.9571854073729
314 11 8.41173093493652
317 11 4.86046236462446
318 11 5.89292932776813
319 11 9.72555752483102
320 11 6.28776166842869
324 11 4.50412452865399
327 11 3.86546577832084
329 11 6.27148976389889
330 11 5.57068719079645
333 11 4.90591390717802
335 11 5.98217915758173
338 11 5.39737491097411
346 11 4.57083349899159
347 11 4.06613327984214
349 11 5.5996342887232
350 11 5.30020900406734
351 11 7.81822010707122
352 11 7.72253802133397
356 11 7.71716512665114
357 11 5.4929891975126
360 11 5.36677454193193
362 11 6.72549830578799
369 11 5.01909732621953
373 11 4.21912053333238
374 11 7.60869208329197
376 11 5.57087493644418
377 11 9.54606104854654
378 11 9.79657396151438
379 11 2.94457624756854
381 11 6.09075394859724
384 11 4.34731961153967
386 11 6.36905105615928
388 11 3.54507426663563
394 11 7.41143913930883
397 11 9.24722395317488
400 11 7.8131743623311
403 11 6.24791321770794
404 11 4.88024093783515
406 11 4.84111864541171
409 11 7.20503094483594
410 11 8.70453614181901
412 11 5.66102300861394
413 11 8.36536800384233
414 11 9.43159362877528
416 11 5.19887465049553
418 11 4.87301722176779
426 11 4.3830799104824
427 11 6.34206129172239
428 11 4.92652449456437
430 11 6.25556825466403
432 11 6.8312161505101
433 11 7.23571038398067
435 11 7.13273598247147
436 11 7.7024294682402
439 11 8.20156213762721
441 11 3.71399786017585
444 11 6.65390262920287
445 11 5.76173811838138
446 11 4.84790135552953
447 11 7.76269723149323
448 11 4.99770360595488
449 11 4.03551668172405
450 11 5.92979550196218
451 11 4.86549643359894
454 11 5.88552616687838
456 11 6.3571752344406
457 11 7.39650701355501
460 11 6.1527483209352
462 11 7.70760620823129
464 11 5.3504371911979
465 11 7.91385369421216
470 11 5.26352240888553
471 11 5.19710567667082
472 11 6.00012554227533
477 11 6.19506706372668
479 11 5.5476082057249
480 11 5.45408998254057
483 11 5.75267858853586
484 11 5.02160803052698
485 11 6.09144253303929
487 11 4.30001894605257
488 11 7.31962378068731
489 11 9.98172604339964
490 11 5.43840841415494
491 11 4.35093906756642
492 11 6.29243996995492
498 11 9.23869607991176
500 11 6.13753438194572
501 11 6.68019436268562
502 11 8.10203462124002
503 11 4.48046859940857
504 11 5.4556764661143
506 11 5.56352472397167
507 11 7.7083451518347
509 11 9.07804798187265
510 11 7.10015681037366
511 11 7.67280571922981
512 11 6.01787959350508
513 11 7.49639006618032
515 11 6.01257253432341
521 11 8.82614486874962
523 11 5.68346125057957
526 11 3.52001152827966
527 11 7.18579675849724
528 11 8.45371805526253
530 11 9.73147854734158
531 11 6.36270589358854
533 11 4.84810811705119
534 11 7.61996442021739
535 11 6.68778147856271
536 11 4.39891448765539
538 11 5.44781292687748
539 11 8.23029024927083
540 11 8.54851056830317
542 11 4.33641254786043
543 11 7.46472864157891
544 11 4.49738611463681
545 11 6.19884638959468
546 11 5.94295312457944
548 11 4.77252844380525
549 11 7.90250662673643
551 11 8.37948758916466
553 11 3.95276567041249
554 11 6.06101613587799
556 11 7.11503333322675
558 11 9.48514606800132
559 11 6.1934321734854
560 11 5.83384185572556
561 11 9.51239338616933
563 11 5.4129811070947
564 11 6.54252326810052
566 11 8.43435820873266
567 11 4.9962080088841
568 11 8.57651491250934
571 11 4.69076932998916
572 11 9.64458731727509
573 11 8.47385507764525
574 11 4.84158391702296
575 11 7.39057274454186
577 11 6.41754199006726
578 11 6.69091162196686
581 11 6.56574428722369
582 11 5.23152485504874
583 11 9.07893958088119
585 11 6.23596944655225
586 11 4.07324099042629
587 11 5.12901137419014
590 11 11.442733953143
594 11 7.05381200847245
596 11 4.96604997718986
598 11 6.01710973650596
600 11 7.65212809390271
602 11 3.95239004778817
604 11 6.54448231573082
606 11 8.32323900614062
607 11 5.27054781790055
609 11 4.49955415298092
610 11 7.44230985397621
612 11 4.03421149355143
613 11 5.2104571633889
615 11 8.34487136114729
618 11 8.48852688487025
619 11 3.23167920568439
620 11 7.33863903587346
621 11 5.92765691437869
623 11 6.53031562129361
625 11 7.06123297559312
627 11 6.44819453866135
630 11 7.39419684938855
631 11 7.59170315543647
633 11 8.85337345448153
634 11 9.51409289896645
637 11 5.89667358323427
638 11 5.88850761599039
640 11 8.36108641317113
643 11 8.54389746042288
644 11 5.89679020364268
648 11 7.23273416918087
649 11 6.66536484847417
653 11 6.19562122012408
655 11 7.80265282338907
656 11 7.31958439835417
657 11 4.84101402865583
658 11 8.72979172287153
659 11 6.43669568725822
660 11 5.56777395212963
663 11 9.67446559604852
665 11 6.81397103423272
666 11 5.86166416798914
669 11 5.60845443800093
672 11 7.56688821799014
675 11 5.47874613289133
676 11 7.00975581989588
677 11 5.39970823140691
678 11 8.13210496872057
679 11 10.387136740384
680 11 6.67939206106152
681 11 8.04827908252344
683 11 7.30944604709671
684 11 8.77720799452774
685 11 5.83006467101587
687 11 7.02220609727058
688 11 4.96924301269858
689 11 2.09201074897392
691 11 6.27283241168885
694 11 4.43663353938358
695 11 7.856040478212
699 11 7.14449057291208
701 11 3.66447942171775
702 11 5.07314594549491
705 11 6.95193981121494
706 11 4.30447348366991
708 11 6.52012137322389
710 11 3.70833486796119
711 11 6.59212419786615
717 11 5.63230912381755
718 11 2.39959229496941
719 11 5.72311478038045
721 11 8.57681173559465
722 11 7.7348326037656
725 11 6.37559065447277
726 11 8.50159253269353
731 11 4.92104972442255
734 11 5.37026528395705
735 11 7.02277276599614
736 11 7.01618640836501
737 11 5.96212136767678
742 11 5.33282384294214
744 11 6.70115350018867
745 11 7.47761780534568
746 11 7.43646475352084
747 11 7.90775256437543
749 11 10.3465600255163
751 11 4.30937670179592
754 11 5.77240282600099
755 11 5.86871533076833
760 11 7.10201168516152
762 11 8.36451212540189
763 11 7.16202344883511
764 11 7.09620413473794
766 11 5.95755605213316
767 11 6.4286880902611
769 11 5.42109799568716
770 11 9.35163933135798
774 11 7.97468543290335
776 11 5.57013493425424
778 11 5.13197551817171
779 11 5.50838063657253
783 11 7.34224160553445
784 11 7.22213143868526
791 11 6.24412708696583
793 11 7.37191349901098
794 11 10.0326154341397
796 11 4.83063631052867
797 11 5.68413198880648
798 11 3.35200627615663
801 11 7.31824112862064
803 11 4.43937392957861
804 11 6.00328986238971
805 11 8.86453883417459
807 11 7.64609577705961
809 11 8.3144595516414
814 11 6.7959497900456
816 11 5.9098470682304
821 11 5.6843513644152
822 11 7.77512981046764
826 11 5.37520829510845
828 11 5.89919987111484
829 11 9.96588723216441
831 11 9.71890757241937
835 11 6.28291100838151
836 11 5.51655361806495
838 11 9.30634123570659
842 11 3.88016551817859
844 11 4.80880883478484
845 11 5.61244720054468
846 11 4.48404559198814
847 11 7.83536907387192
848 11 8.04540266725821
850 11 7.58939537642707
851 11 11.8420188638134
853 11 8.07823012279399
854 11 7.5452427569191
855 11 7.01391582751491
856 11 9.39502036352388
857 11 5.69390197285421
858 11 5.89018399874465
859 11 6.20132496316231
860 11 6.32798977651826
861 11 5.598772885562
862 11 7.85460809000007
863 11 6.70603389610354
865 11 5.3020716236076
866 11 6.45217947987019
867 11 5.37485918024002
868 11 8.02703595966602
870 11 7.91899139333022
871 11 5.04910075619065
872 11 7.32966526314649
873 11 5.56861039576666
875 11 4.39106279303021
876 11 6.89973189083234
10 12 7.58668253651493
11 12 8.15317471475982
13 12 6.80513832249384
17 12 6.59008938038448
18 12 7.77932887634973
21 12 6.05101663322096
27 12 5.43038260917242
30 12 8.94521177015578
41 12 7.27637891243943
47 12 10.5133913954225
53 12 6.28737530670253
61 12 5.97133425857866
62 12 9.454033341979
64 12 4.5388690035097
69 12 7.89952055193677
70 12 3.2047636096716
82 12 7.35574178189405
94 12 6.09695783552389
95 12 5.69587926108687
99 12 6.87204063195786
105 12 7.21077079414149
107 12 7.27411202277871
116 12 7.58485780326141
117 12 7.99033809458142
135 12 7.92993520329205
136 12 6.43646143545386
140 12 4.97948113065209
144 12 7.35270990353541
145 12 7.44157544137567
146 12 9.10519203706751
147 12 6.03228349761142
153 12 5.51250012346465
160 12 6.72164416568743
169 12 6.28123349134718
172 12 5.27353694628051
173 12 4.38201592865574
176 12 5.90132482313924
182 12 5.23183932732612
183 12 5.95986482978845
184 12 7.57181683839393
187 12 8.44883412415356
188 12 9.71023875583846
196 12 9.14051541835948
198 12 4.63545643470728
199 12 4.80550364390254
201 12 8.06378972977436
202 12 8.68050418773253
205 12 5.96133583470483
209 12 6.12143683762285
213 12 7.69798417482911
218 12 8.47304408959771
220 12 6.52162366096799
227 12 8.81771052312384
235 12 6.653940984486
242 12 7.3403324576358
245 12 5.12445603813502
246 12 5.14746348515859
250 12 6.0960017034936
251 12 8.76158088510216
252 12 9.22201415445174
259 12 7.65840948290945
261 12 6.21848834130921
266 12 7.59208078762642
269 12 8.74007420832073
285 12 5.70924311343241
286 12 6.48716965598198
291 12 7.80358314368749
294 12 3.38651936986725
298 12 4.4160515543402
301 12 5.71116161346653
303 12 4.71161264725065
308 12 5.46663254728264
311 12 7.5126806411691
314 12 4.73568939891153
315 12 8.06612549045619
317 12 3.11183779184921
320 12 8.33133572886253
326 12 4.40474844091862
327 12 5.87812241427183
331 12 4.92345734277213
334 12 5.48081810812357
351 12 7.88308622974836
352 12 9.28057454622458
357 12 5.27866906152338
358 12 7.18115193575188
374 12 8.54677775384745
377 12 6.64687633142025
378 12 8.14087386734391
386 12 5.5722548407241
394 12 6.40096232250364
395 12 4.68578883183452
397 12 8.27006232276074
400 12 5.63136913573786
401 12 5.35112320130969
409 12 5.99063501688845
413 12 6.01267623700663
414 12 7.71068608555032
432 12 7.3791478648872
435 12 9.42015066066265
436 12 6.64858637845579
439 12 7.77660940512004
444 12 7.0789600384225
445 12 7.62444019682941
447 12 7.20295837398687
460 12 8.83447226279708
462 12 8.46438219141725
464 12 7.58454264322048
465 12 5.57675037254226
471 12 4.76012266556952
477 12 4.11397717407628
479 12 6.77731776590395
480 12 3.9036393527091
482 12 5.68170562787035
484 12 7.74360777805443
489 12 9.05719040783062
490 12 7.08747489490773
492 12 7.54603158525294
498 12 10.0182879044085
501 12 9.35555776401096
502 12 7.76933973733387
507 12 7.59086732062797
509 12 7.59611471250088
513 12 8.82223537138147
521 12 7.67137877017415
524 12 8.75552098447553
528 12 9.08988523616908
530 12 5.60829358927705
534 12 7.88355519172501
538 12 7.41398190628038
539 12 7.59206250288009
540 12 8.14251160925644
542 12 5.79501665058755
543 12 7.61465399560923
549 12 8.16839286904489
554 12 5.81700097492585
556 12 8.01569817208842
558 12 8.75476045153234
561 12 8.64413335178991
564 12 7.02368531167356
566 12 8.35844226352303
572 12 8.40313184177356
573 12 9.19498628313168
574 12 7.3759943587528
577 12 6.08904481514019
578 12 8.43535881011584
581 12 7.33573983101182
583 12 7.78835778333454
594 12 5.02095969141998
595 12 3.05188897319411
596 12 6.45679361499124
597 12 5.52326935279621
600 12 7.06968804209155
609 12 6.66998501946383
610 12 7.60307970357817
613 12 6.28379855893705
618 12 8.31682796139246
623 12 7.06010969593406
631 12 7.26059093837876
633 12 8.55654108171928
634 12 9.26616104336131
637 12 9.28903093014496
643 12 8.11457276969364
655 12 8.46316116886981
663 12 10.5699774597589
666 12 7.42009496321145
669 12 7.18889742883295
677 12 8.87608816431604
679 12 10.3643390329115
681 12 10.7225643225633
683 12 7.68725677691818
687 12 4.91315602371155
695 12 7.31520185212079
698 12 5.26716790234955
705 12 7.41448927159597
717 12 5.06576949687446
722 12 5.11393736015106
725 12 8.82361688429942
726 12 7.1946334906128
731 12 6.31874672722049
737 12 7.27964321288899
742 12 5.80159306399002
745 12 10.116411697266
747 12 8.63175152614916
749 12 12.3291559572586
755 12 5.93495942602269
759 12 7.95708957937075
762 12 6.58645185522323
766 12 5.91785819029521
767 12 6.38081445578398
768 12 6.0344867439633
770 12 10.037908592404
773 12 4.65037700494683
774 12 8.5818892010035
783 12 7.89022061864828
784 12 6.12980981489475
790 12 6.04932077538038
791 12 5.67999181421206
793 12 7.4018153176978
794 12 9.06663494512725
796 12 7.63017527975044
801 12 8.95962399013915
804 12 4.92392857262626
807 12 7.24103973412943
816 12 7.48661143828582
828 12 5.88899518234536
829 12 9.44762153686548
831 12 9.45292571313781
838 12 8.19288586090737
845 12 7.20018807528309
848 12 7.99887628377304
849 12 5.00500112657063
850 12 6.68511026155847
851 12 12.6321603735722
853 12 8.45602183638949
855 12 4.82207508643641
856 12 6.43562408798807
857 12 6.52060251295032
863 12 5.2322741117755
865 12 5.89077212833391
866 12 4.16973797542681
870 12 7.08673478121761
872 12 6.15118590478629
874 12 6.78790890653271
1 13 3.00694236132123
5 13 7.33006175417774
9 13 9.19059394031635
10 13 5.20281309697026
11 13 10.9651953503879
13 13 7.78058486770673
17 13 11.3418062053835
18 13 9.82427014288467
21 13 10.4678104271953
27 13 5.81583570233898
28 13 5.66684276380685
29 13 6.52553157121764
30 13 10.0262918821954
33 13 4.64793725210662
41 13 11.6820738146237
44 13 5.30193375862708
45 13 4.98838473895987
47 13 9.89291963579516
53 13 8.63146871898361
54 13 6.51648246276339
55 13 6.31842609494802
57 13 7.13504386271824
60 13 4.2559295669021
61 13 5.18513118953825
62 13 10.1739321175424
63 13 5.63896699222757
64 13 8.9494369271755
66 13 5.92255305876943
69 13 6.3282463986098
70 13 6.42797786480745
72 13 8.12772102705992
75 13 4.2946500638879
78 13 4.71611136022333
81 13 5.228292962196
82 13 9.10093024262523
84 13 3.6357823995707
85 13 4.08699603659927
87 13 8.89408973357086
90 13 5.11102812653088
94 13 5.39221747587174
95 13 7.58876884130838
96 13 4.07094418696891
97 13 3.13168798985855
98 13 3.86739018678297
99 13 7.55322537596196
102 13 6.86460445768084
103 13 5.81056709591145
104 13 5.00422787101522
105 13 7.6400588643676
107 13 7.40257819486447
109 13 7.49327390809571
110 13 6.31417035274947
111 13 5.6977497036587
112 13 3.84603251933399
113 13 3.86044425300826
116 13 4.17670636316416
117 13 9.09645484751793
120 13 3.07707248659542
123 13 6.89886396064592
125 13 6.11992928553006
126 13 2.79758473534275
130 13 3.57952687968209
131 13 6.64394281714333
134 13 6.04445436024918
136 13 6.10469181033794
137 13 9.85259037886486
138 13 5.25528591694191
140 13 6.05850851336566
144 13 7.49471208720993
145 13 7.94062997611078
146 13 8.53366434074179
147 13 8.13786647926541
149 13 4.68023095782709
152 13 2.49628502600194
153 13 6.1853652336804
163 13 4.49420921782554
165 13 5.38887842644465
166 13 6.25561147650361
167 13 5.83191552399096
169 13 6.3847471564799
170 13 4.22085602597011
171 13 7.75249668897061
172 13 5.98137226093437
173 13 5.53933283734617
174 13 3.56982239716394
176 13 7.00793891542816
181 13 5.82812357766505
182 13 5.48702256328379
183 13 6.63297758273181
184 13 8.7281987803959
186 13 4.06822505343551
188 13 9.0525026312995
189 13 9.03990295440246
191 13 7.91246252625194
195 13 7.05614849164116
196 13 9.05097132443316
198 13 5.1354550878777
199 13 5.96406179784581
200 13 6.09527653675391
201 13 8.12438251202328
202 13 9.2766186787083
205 13 7.11610571602508
208 13 5.33203131468571
210 13 6.43022826176931
211 13 5.84756386406004
213 13 8.89100600720808
215 13 5.27725878633869
217 13 7.00752918413374
218 13 9.7932657954262
219 13 6.042336366892
220 13 7.20521612604264
224 13 7.62775569327007
225 13 7.1388748429281
227 13 10.2779786878112
228 13 4.68813160717382
230 13 5.67556757826826
232 13 7.67776522035582
233 13 4.81595884249392
235 13 6.20820539752153
237 13 2.18175786590087
241 13 5.34568707020212
242 13 6.75652846170743
243 13 5.68158969985879
245 13 5.98409282570606
246 13 4.79484246003066
248 13 5.56139618179954
251 13 9.41952940352234
252 13 5.98176687177452
256 13 3.48270027215
258 13 4.37763532888701
259 13 9.25429231305445
260 13 7.38826733037476
261 13 8.71132646980513
262 13 3.19224598559862
263 13 7.19878110785353
264 13 4.15315552342214
266 13 6.74620340613793
269 13 8.88421595144204
271 13 3.75488407983667
272 13 5.59030021179318
283 13 4.28323355087954
285 13 7.25916234325794
287 13 4.45455381881489
289 13 6.13752053277571
290 13 5.41389315448232
291 13 7.17779703566591
293 13 6.27166856852904
297 13 4.72298793321969
298 13 4.82806193603421
301 13 5.01503424828863
303 13 4.5915589339823
306 13 6.17163427032546
308 13 6.26622757859532
309 13 3.98634344468159
310 13 7.80417644205341
311 13 7.50811595559156
314 13 5.99254493083858
315 13 8.64983639712078
316 13 5.70254545826746
319 13 7.12974518683796
320 13 8.55295985818536
323 13 5.81513798342151
326 13 7.11641389805017
327 13 6.53385794142722
329 13 6.13139017307271
333 13 4.68437525077944
334 13 5.35909316764364
335 13 6.12329197736005
338 13 5.81342307929897
343 13 4.40299921827159
344 13 6.86146432242266
346 13 6.63833126529549
347 13 5.62823903804507
350 13 7.22101483114872
351 13 9.29067683723495
352 13 7.62734993086904
353 13 4.38850461774556
356 13 8.74860759333126
358 13 4.49097760662063
360 13 5.57896729687506
361 13 5.88512409260506
368 13 4.22077181417537
369 13 5.8427688744098
370 13 4.72008540432425
374 13 7.99992573087639
377 13 8.81486849008287
378 13 8.55238960996315
381 13 8.36911352740123
384 13 5.74912360755545
390 13 5.20415168530914
391 13 7.83765943526157
394 13 8.48399018861327
395 13 6.01264228650986
397 13 8.37248579664929
398 13 3.47409786279666
399 13 9.18896473728336
400 13 6.16151569121505
402 13 6.62547278729513
403 13 5.66815768717581
405 13 5.60712622361889
409 13 7.70285138797162
410 13 7.04736234272657
413 13 8.79552748079296
414 13 9.86443740725461
416 13 5.88290225147795
417 13 4.08181729675168
419 13 3.44235198354615
422 13 4.54321785750464
425 13 6.07667768026275
427 13 5.60992468692677
428 13 4.90143086516946
429 13 3.79181805394684
432 13 6.04293041896193
433 13 6.5336271807626
435 13 9.07052946046958
436 13 4.6482507141548
437 13 4.81458017744688
439 13 10.1741654557
441 13 4.78735247978144
444 13 7.97247109730146
446 13 4.57442836702981
447 13 5.86438235374786
448 13 5.15214353311324
449 13 2.88639591536897
452 13 6.82343696626107
454 13 4.32754773568038
455 13 4.0581321617559
456 13 6.55838456630478
457 13 5.4469616267725
460 13 5.43686637023724
461 13 4.69708681818512
462 13 9.72466530088156
464 13 7.65375937468788
465 13 7.30920904496831
466 13 4.34413241355905
469 13 6.18123656617532
470 13 6.1240071264447
471 13 7.46307376309546
473 13 3.73928225953928
474 13 5.73419187381373
475 13 5.49876712613865
477 13 6.31169229416911
479 13 5.87699304279495
480 13 7.07234474779621
482 13 6.70876935432262
484 13 7.96424672330195
485 13 5.29514331488608
488 13 5.99275064557226
489 13 8.48294924993641
490 13 5.1025196549155
491 13 6.23145357434798
492 13 8.40931406035512
498 13 7.13468078832321
500 13 4.9039997193993
501 13 8.82307841399714
502 13 9.03396588575368
504 13 3.8115803358197
505 13 3.83084121643879
506 13 6.54149125340178
507 13 6.4342743887698
509 13 6.710217779725
511 13 5.44952374771345
512 13 5.85916896607264
517 13 4.26103289880858
520 13 6.71841232003442
521 13 8.95594220197456
524 13 6.57791728060235
525 13 5.4687494597002
526 13 4.89360442554797
527 13 4.54190246951768
528 13 6.19059903191169
530 13 9.27954615071523
531 13 6.42381541311761
533 13 5.45337920593337
535 13 7.33649590095436
538 13 6.48306270382839
539 13 7.93496420460586
540 13 8.74107599561646
541 13 5.15900497137576
542 13 7.21304763923598
543 13 8.73526553545818
544 13 6.04939890669704
545 13 2.62353202288786
549 13 8.86320388209923
551 13 7.35561653371655
554 13 6.0996743212451
556 13 7.9048294534429
558 13 10.8093946018441
559 13 4.88258897515978
560 13 6.05826748669788
561 13 8.54182144705979
563 13 5.22787110931083
564 13 8.88493882885606
566 13 8.69729035730289
567 13 3.50340616225402
570 13 6.52845840338784
572 13 9.99994984098246
574 13 5.92443032169082
575 13 6.70317111255032
577 13 6.7638360957677
578 13 7.88007457825083
581 13 6.39449461653106
582 13 5.8854706409778
583 13 10.1850765344867
584 13 5.18542087839374
585 13 5.43024657825133
587 13 5.02841930233032
590 13 10.8086984380599
594 13 4.69341788050464
595 13 6.11412371808999
596 13 6.47301016692103
598 13 5.93124577821634
599 13 3.52582823223999
602 13 5.91030243854561
604 13 6.54551370355599
606 13 8.09390791937001
607 13 3.22027506505463
609 13 6.41816737221605
610 13 8.53545873690522
612 13 3.99508884680455
613 13 6.94275541416288
615 13 6.80294059540697
618 13 7.24189739881273
620 13 7.85629166869264
623 13 7.13411525624629
625 13 7.30876550039804
627 13 4.18929894311179
630 13 5.02084456945061
631 13 7.35721400361635
633 13 9.7271176418495
634 13 10.0194199089329
637 13 7.41478202580809
638 13 4.19298512475674
639 13 2.52570583537859
640 13 7.97412139413191
642 13 5.32211818808735
643 13 7.32723552439108
644 13 5.298786094564
645 13 3.62960162660743
646 13 5.08650268602813
648 13 8.05077576462937
649 13 6.04744746615214
651 13 5.22568637208611
655 13 7.52973734869982
656 13 6.64045343726512
657 13 4.83107425275007
658 13 8.58432813565249
659 13 4.65705450705225
660 13 7.03595000738552
663 13 7.41671958291227
666 13 7.52842596867441
667 13 4.98602176083822
669 13 5.70960591827076
672 13 6.6443718308082
675 13 7.02919241993058
677 13 7.57025821810382
678 13 6.30760021766604
679 13 8.10249071878675
680 13 5.8880904984365
682 13 4.59848919074208
683 13 7.78616375392937
684 13 9.7370501860136
687 13 4.75764370262419
688 13 3.99430832194542
690 13 4.61112144186357
691 13 5.99134375451309
695 13 9.40518238618202
698 13 7.10185566712422
699 13 7.03557002944285
701 13 7.66913443507301
702 13 4.52850694212094
704 13 4.70225156422523
705 13 5.17477599844444
706 13 6.65285657628717
708 13 2.27432850083921
711 13 6.3488712056676
714 13 4.52282853543638
717 13 4.50299783138529
721 13 9.66692360463083
722 13 4.95334152093018
725 13 6.84222733966443
726 13 5.24464153872305
730 13 3.48942606740266
731 13 6.39885088946324
735 13 7.02486477875275
736 13 5.24601702491169
737 13 6.13647633098696
738 13 3.12955658059956
743 13 3.61020581932784
744 13 4.86178176872858
745 13 7.39726697879756
746 13 6.11338916679914
747 13 6.83132510991189
749 13 10.1066019103954
751 13 5.64488351934075
755 13 9.2494271082535
759 13 6.32930317272763
760 13 7.65762134892523
762 13 6.7918781693075
763 13 9.28487216284245
766 13 7.76964158943663
767 13 5.92211632448734
768 13 6.78945329602861
770 13 8.05450520961563
773 13 6.59104995164681
774 13 7.14068347607992
775 13 4.40613274420138
776 13 5.35869652894597
778 13 5.88329927731903
779 13 5.13824835909711
780 13 4.37809538925931
781 13 5.65059096510739
783 13 10.2202676656155
784 13 9.34103101522387
785 13 6.8853783329085
786 13 5.41110432088277
790 13 5.57812078234769
791 13 6.83159782023195
792 13 4.22125880936198
793 13 5.84302767631908
794 13 8.44337642797616
795 13 2.35744842139593
797 13 7.08997061096905
800 13 3.8785884109526
801 13 7.08242273074442
804 13 4.63156427168783
805 13 5.99625961900865
807 13 4.46189426041642
809 13 8.64398594259359
811 13 2.73848374991029
814 13 4.53313143044314
815 13 5.66399000333816
816 13 6.34061839346141
821 13 7.0250266307783
822 13 8.87007290412035
823 13 5.12190028605853
825 13 5.19909419601016
827 13 4.09730339218642
828 13 5.32951226359398
829 13 9.63574969395974
831 13 10.3181183005496
832 13 2.97193895189929
835 13 6.25470375662202
836 13 4.40664365607997
838 13 9.91656522954905
839 13 8.51849692668835
842 13 4.11139145717651
845 13 6.17833674473412
846 13 7.76397702154592
847 13 8.23664455862421
848 13 8.01627669023868
849 13 5.1311999032057
850 13 7.63607420310237
851 13 11.8480462794412
853 13 11.5505192257895
854 13 6.01321540784574
855 13 6.42333820958224
857 13 7.41121316395704
858 13 5.35288787181569
860 13 7.02460982219948
861 13 6.68405659157523
862 13 8.68812712810282
863 13 7.62981819760386
865 13 9.05769174365408
866 13 4.2977604792617
867 13 4.28007408505156
868 13 5.90213046074817
869 13 5.31256063979442
870 13 8.10394469154761
872 13 6.8687045278088
874 13 7.71579074922914
875 13 6.09943436197358
876 13 6.58205508842905
16 14 7.15763438667937
17 14 7.0292313298118
18 14 7.22237121256846
34 14 6.17293920944389
47 14 8.18785587768865
53 14 7.60295504753398
57 14 6.46186360327841
63 14 5.03441273636899
64 14 7.80090616241476
69 14 8.61847845538639
72 14 7.50317353084314
82 14 7.65929591515424
87 14 8.20783038210163
88 14 7.44776243886754
95 14 8.71100429279625
99 14 7.71445029300411
105 14 6.60246859100073
107 14 6.90427993884279
109 14 6.25312465937999
127 14 6.13434466790976
136 14 8.21648287888631
137 14 9.10883425445877
144 14 5.17610390687108
146 14 8.72278044237944
147 14 6.07701542786493
153 14 7.93778522642363
171 14 5.80146552035542
179 14 5.60483605203071
183 14 7.10557373994883
186 14 8.03710244961401
189 14 6.06185760894368
191 14 7.19878088455699
196 14 7.75629045380868
201 14 7.07800053570696
202 14 7.58220477809659
205 14 6.29944696022987
213 14 10.1447034961402
218 14 7.37481803472105
220 14 6.9464962911141
224 14 6.58321616930051
225 14 8.57421072358223
227 14 9.00203807159479
242 14 7.92210010907954
243 14 6.81319414029356
251 14 7.84377669333141
261 14 8.47037094125402
263 14 5.57155614425164
273 14 9.13720519934824
286 14 7.8671942531324
305 14 7.71695498939501
308 14 7.58844615580724
311 14 9.04747747040876
315 14 7.1706960552641
319 14 7.74343231894957
320 14 7.74753827033108
331 14 5.43774907229782
334 14 7.51525724513015
349 14 6.87630799836338
351 14 8.2568598919097
352 14 9.18384914844982
356 14 8.54706732509399
362 14 5.6997551266012
369 14 6.07000966498923
374 14 10.5345720815592
375 14 3.73920214099323
377 14 9.52773501928416
381 14 6.62870515439276
391 14 7.68365769224036
394 14 6.95714487322891
399 14 7.16330734483891
400 14 6.14008346649043
403 14 7.49985596886281
404 14 7.43840574749455
409 14 7.84416441428113
410 14 7.27638438485173
414 14 8.21604828864922
416 14 6.11066152259817
435 14 8.39014591737578
439 14 7.49832778837588
441 14 4.8313002676818
444 14 7.436890817019
445 14 4.90060738861592
447 14 6.83591839910062
451 14 4.72654144758588
456 14 5.82163513595231
457 14 6.43627951776085
462 14 8.61892725491122
470 14 5.87036958187778
482 14 6.67477571174748
484 14 8.0911501726238
489 14 8.81850808676775
492 14 9.2896039359784
498 14 7.0328181205174
501 14 7.94848864121195
507 14 6.35204803484885
513 14 8.46813773372839
520 14 9.27450213764098
521 14 6.86332040336192
527 14 6.57587890398223
530 14 10.0754275454836
535 14 6.70138805109743
538 14 5.25791741662131
539 14 7.75919443755516
540 14 7.21492567438967
548 14 4.75935366955378
549 14 9.98995393380414
551 14 8.00390456869478
558 14 9.52771262690777
561 14 10.0023134032542
566 14 7.83384795608513
570 14 7.64804050630363
572 14 9.70285220439714
573 14 9.21756072846481
587 14 4.47050845690966
590 14 14.4782385128055
594 14 6.89158918149808
596 14 6.7417912728475
600 14 7.46992431635235
614 14 3.531563269131
618 14 6.75231514608639
627 14 6.82432166374477
630 14 6.79164650955358
631 14 7.43922879537116
633 14 9.03368654865154
640 14 6.3823371881215
643 14 8.79602807488428
658 14 8.34617369520867
659 14 6.77571049729383
663 14 7.90796272340363
677 14 8.22250569852534
679 14 9.30866748629906
680 14 5.38920863556484
681 14 9.54620101806934
684 14 8.53147735378493
711 14 7.37734278332547
721 14 9.99449077668703
726 14 6.31979716750798
735 14 9.46185775607829
736 14 6.91464559768553
745 14 7.78378291345678
746 14 5.28800756182293
749 14 10.7056444124717
755 14 7.34213127035858
760 14 6.48819400229557
763 14 6.94208235861567
768 14 6.24984518561747
770 14 9.24833554428444
779 14 6.62956543589731
783 14 9.8027785321415
784 14 7.89446471190427
791 14 5.73904202616431
