method Cluster_ID Batch dim1 dim2
tSNE_plx_5 4 low_detection 15.2676020650145 -1.70144819139431
tSNE_plx_5 4 high_detection 18.7981571499191 2.61397711561462
tSNE_plx_5 4 low_detection 15.8963664992223 1.07840114814126
tSNE_plx_5 4 high_detection -8.35276516301917 -20.9162618695478
tSNE_plx_5 4 low_detection 24.4690982627018 0.899629271416013
tSNE_plx_5 4 high_detection -19.9891469900953 -7.35325956155291
tSNE_plx_5 4 low_detection 21.380342397233 -7.29839589965034
tSNE_plx_5 4 high_detection 2.03440479335009 -17.1858307543177
tSNE_plx_5 4 low_detection 21.9440786368275 -6.87065001820135
tSNE_plx_5 4 high_detection -20.9831438623374 -16.9796218630066
tSNE_plx_5 4 low_detection 16.9042808479074 -3.95197291070716
tSNE_plx_5 4 high_detection -17.2557751820073 -18.3326047301128
tSNE_plx_5 4 low_detection 23.1084737238445 -6.64373857809699
tSNE_plx_5 4 high_detection -14.2418882818497 -23.9076153962889
tSNE_plx_5 4 low_detection 15.4500552092154 3.44779540657882
tSNE_plx_5 4 high_detection -10.9450807399349 -4.22392572537779
tSNE_plx_5 4 low_detection 16.1712110491982 2.47101327927963
tSNE_plx_5 4 high_detection 1.40874119886869 -15.0894585865768
tSNE_plx_5 4 low_detection 3.89536797073415 9.70125970083625
tSNE_plx_5 4 high_detection -0.846879371809596 -18.0972812544968
tSNE_plx_5 4 low_detection 15.0482539923318 -1.39748954628808
tSNE_plx_5 4 high_detection 3.98669954374066 -16.5899052895129
tSNE_plx_5 4 low_detection 13.1414068435788 2.8113726715083
tSNE_plx_5 4 high_detection -0.981390847518381 -10.5751688379114
tSNE_plx_5 4 low_detection 19.1708049569111 -3.79064041342243
tSNE_plx_5 4 high_detection -6.41142327807373 -14.0743771335341
tSNE_plx_5 4 low_detection 22.0530384253893 -2.8876343953049
tSNE_plx_5 4 high_detection -17.2384717296299 -21.7757007652131
tSNE_plx_5 4 low_detection 15.8297865931508 5.24455205763063
tSNE_plx_5 4 high_detection 2.25217705047079 -21.5096990826745
tSNE_plx_5 4 low_detection 14.3747470526992 3.39157847908881
tSNE_plx_5 4 high_detection -15.4747524955372 -16.9865339991717
tSNE_plx_5 4 low_detection 20.546690051741 -3.14434702207105
tSNE_plx_5 4 high_detection -6.28069073422941 -19.5964428953203
tSNE_plx_5 4 low_detection 23.8460658267451 1.37696842976608
PCA 1 high_detection -10.8800992935443 6.69246041342422
PCA 1 low_detection 12.4783866809888 4.4933340259832
PCA 1 high_detection -10.3232497260643 0.20846640548835
PCA 1 low_detection 13.1084995017736 3.61338280679132
PCA 1 high_detection -9.91764771306707 5.68977198093143
PCA 1 low_detection 12.9448671986975 4.95782262739367
PCA 1 high_detection -13.5877861377574 4.59180312707646
PCA 1 low_detection 13.7654973427853 4.72924020505868
PCA 1 high_detection -12.0659601464493 4.52215055624212
PCA 1 low_detection 8.14627564788749 2.04596426422739
PCA 1 high_detection -10.8863886887617 3.55105272631206
PCA 1 low_detection 9.20362735232994 4.54223278081776
PCA 1 high_detection -13.2181010271943 8.26304843118203
PCA 1 low_detection 12.9295805935912 2.44862633767838
PCA 1 high_detection -13.0204570520015 9.69938375169314
PCA 1 low_detection 10.0853687335453 2.49543669658068
PCA 1 high_detection -13.499256677629 5.05770946525539
PCA 1 low_detection 9.17768177502529 4.68938484762731
PCA 1 high_detection -12.4541366342443 7.50824641761146
PCA 1 low_detection 6.82246617992321 3.72685202355845
PCA 1 high_detection -11.1363115106965 6.11517274781132
PCA 1 low_detection 12.2708144490939 3.29151659780194
PCA 1 high_detection -7.48959466529212 4.3608605759547
PCA 1 low_detection 9.80158926019777 3.56559280537764
PCA 1 high_detection -11.7724966950827 5.19580723607671
PCA 1 low_detection 10.8890721780084 3.79554662508775
PCA 1 high_detection -9.71949860688924 5.28516646714607
PCA 1 low_detection 10.7626169693147 3.16516271651117
PCA 1 high_detection -9.9177218515021 4.82233398974516
PCA 1 low_detection 11.000015087728 3.76774518082436
PCA 1 high_detection -10.2553497312699 7.37915772345868
PCA 1 low_detection 8.87801183119457 4.93741354144797
PCA 1 high_detection -12.6093101546531 7.88975411141993
PCA 1 low_detection 8.53678077150874 4.34379687599781
PCA 1 high_detection -11.1640796721463 2.16603896784629
PCA 1 low_detection 8.18823985441303 4.32267280960447
PCA 1 high_detection -8.76777781867911 5.25085255408922
PCA 1 low_detection 12.4732135191218 3.02682349179401
PCA 1 high_detection -11.3661865682572 8.27266834316007
PCA 1 low_detection 10.8552739736083 2.98741678597617
PCA 2 high_detection -9.82470806217631 -3.5772338023191
PCA 2 low_detection 14.7533320998105 -2.981030092338
PCA 2 high_detection -11.8747602509041 -8.18480890278014
PCA 2 low_detection 14.1866023478273 -3.243659029863
PCA 2 high_detection -9.7943541788686 -2.72866691596762
PCA 2 low_detection 10.2286688750114 -2.79190316279938
PCA 2 high_detection -8.90986248329426 -4.78511552267907
PCA 2 low_detection 12.654442409184 -1.27840352138025
PCA 2 high_detection -11.4500420652918 0.499000039708225
PCA 2 low_detection 11.016992001345 -3.05240659978051
PCA 2 high_detection -8.6734745471408 -4.08680766135473
PCA 2 low_detection 13.5944217026235 -2.58845518756175
PCA 2 high_detection -11.0331373736031 -1.63227567061047
PCA 2 low_detection 12.8148326796416 -5.16001720875495
PCA 2 high_detection -7.98138724871098 -2.04687097396478
PCA 2 low_detection 13.3619897085698 -4.40962425207409
PCA 2 high_detection -11.5900587723228 -0.668676816698664
PCA 2 low_detection 13.5479195954479 0.194202332832585
PCA 2 high_detection -9.17452266345656 0.159015393989849
PCA 2 low_detection 10.4168331773989 -2.56096021271725
PCA 2 high_detection -9.96718516039613 -3.66949416778654
PCA 2 low_detection 12.1213074220425 -1.93609874423772
PCA 2 high_detection -12.8597415462307 -5.50404478694117
PCA 2 low_detection 6.11468107065224 -2.48430590615246
PCA 2 high_detection -11.0776914125829 -1.57705995574587
PCA 2 low_detection 12.9839522049795 -2.57886024261559
PCA 2 high_detection -13.0762370357232 -5.09014110442232
PCA 2 low_detection 8.92026915654968 -2.82115684896441
PCA 2 high_detection -11.7754112471847 -4.29153199359509
PCA 2 low_detection 11.1132688926633 -2.1661112329221
PCA 2 high_detection -12.0605199600516 -4.43630631925189
PCA 2 low_detection 9.49694559062796 -1.13447099559527
PCA 2 high_detection -11.8637559177561 -5.70196332361973
PCA 2 low_detection 11.6756054954365 -2.16202244537609
PCA 2 high_detection -12.383781897562 -4.78040816767001
PCA 2 low_detection 10.6643662875409 -3.82559864508263
PCA 2 high_detection -12.5151413773547 -3.69643793617857
PCA 2 low_detection 9.3879498379433 0.986239088119275
PCA 2 high_detection -9.82887865662535 -4.98107378802941
PCA 2 low_detection 10.0369203797398 -1.40569049244419
PCA 3 high_detection -8.90079215961899 -4.19469857446477
PCA 3 low_detection 9.58570765300718 -5.44707336995304
PCA 3 high_detection -10.2995320628933 -5.86674404508064
PCA 3 low_detection 13.3758184499584 -5.47445236505307
PCA 3 high_detection -11.6020451448384 -6.68950261278964
PCA 3 low_detection 8.51249130876602 -3.37217866868104
PCA 3 high_detection -14.7300447031873 -7.38489397789868
PCA 3 low_detection 7.70121581164211 -3.45664267441776
PCA 3 high_detection -9.58465679748711 -7.72201339501119
PCA 3 low_detection 11.1685530622336 -4.866472638697
PCA 3 high_detection -11.7003431725596 -3.66641374552594
PCA 3 low_detection 11.634159996297 -7.37685185698636
PCA 3 high_detection -11.6054050293254 -5.20630292371565
PCA 3 low_detection 12.335195275989 -2.68736059091641
PCA 3 high_detection -10.1943919780834 -1.72482346765383
PCA 3 low_detection 10.785366913473 -2.86467461062789
PCA 3 high_detection -11.8499526546185 -5.9523796428977
PCA 3 low_detection 11.714119292202 -3.64714554001619
PCA 3 high_detection -7.45776391811537 -5.28817592084683
PCA 3 low_detection 14.557640717422 -2.04026106303613
PCA 3 high_detection -11.3638187709235 -3.14841316310624
PCA 3 low_detection 9.3139429048977 -2.15006259740034
PCA 3 high_detection -8.97259024285164 -6.16016678191901
PCA 3 low_detection 10.0660784519674 -1.32181979592266
PCA 3 high_detection -11.4622408984431 -7.83176604858637
PCA 3 low_detection 9.48851645387738 -4.86651755444813
PCA 3 high_detection -8.44822329065376 -4.58702643215177
PCA 3 low_detection 11.882461609098 -4.48592209639528
PCA 3 high_detection -9.91794192096286 -4.08769920381769
PCA 3 low_detection 8.92266367199296 -4.69228584107803
PCA 3 high_detection -10.2698793107808 -6.88947813712959
PCA 3 low_detection 11.0882899571838 -2.1725077285157
PCA 3 high_detection -9.58791622244668 -6.58714607806712
PCA 3 low_detection 11.6284346953213 -1.95972956986152
PCA 3 high_detection -10.6903497018953 -6.77465725485356
PCA 3 low_detection 10.9157679587237 -5.33416527990339
PCA 3 high_detection -11.7854343042848 -5.2402563519876
PCA 3 low_detection 12.4973993288101 -3.98057739241204
PCA 3 high_detection -6.95313449680457 -3.06204786682834
PCA 3 low_detection 13.6335855633918 -4.33528167835908
PCA 4 high_detection -9.78628000588924 0.711772005929352
PCA 4 low_detection 10.8397541817612 0.592065428182073
PCA 4 high_detection -9.15033189678912 1.70466929817761
PCA 4 low_detection 9.83842225388702 3.61333835873409
PCA 4 high_detection -9.78554230816737 4.71542015865019
PCA 4 low_detection 8.9763341672646 1.55868847233706
PCA 4 high_detection -8.75233292531178 1.68440129711534
PCA 4 low_detection 8.57724149120071 3.89277193038935
PCA 4 high_detection -11.6463897894264 0.0155026356428846
PCA 4 low_detection 12.0503483580339 2.23362606404457
PCA 4 high_detection -11.017933009158 2.10497377005263
PCA 4 low_detection 9.81276033571068 3.80055778249793
PCA 4 high_detection -8.66848926943682 4.01050290836744
PCA 4 low_detection 11.1197056616387 3.9049313400309
PCA 4 high_detection -10.4067759870792 3.1373693883338
PCA 4 low_detection 7.43779184112986 3.88990663327797
PCA 4 high_detection -14.1104995341315 3.79825517460079
PCA 4 low_detection 11.6152225496927 3.44660375209459
PCA 4 high_detection -11.4064838741065 1.04078263606776
PCA 4 low_detection 10.4387284683186 2.03667198339172
PCA 4 high_detection -14.4660417260179 1.95959571537866
PCA 4 low_detection 9.55223163632731 3.14790583005637
PCA 4 high_detection -9.86823071316415 4.15510920175197
PCA 4 low_detection 13.4388925251646 3.21141927386873
PCA 4 high_detection -12.5585283952443 6.24911921024566
PCA 4 low_detection 8.26363115968097 2.50619379565704
PCA 4 high_detection -10.0906971425345 4.91659764546941
PCA 4 low_detection 9.34254433022176 3.13976828329371
PCA 4 high_detection -13.6878087002792 4.18641111928331
PCA 4 low_detection 11.7794755138891 3.47336391032125
PCA 4 high_detection -11.3745959471501 1.54486790807279
PCA 4 low_detection 12.2314722090984 1.24005602553386
PCA 4 high_detection -13.2830522275523 -0.2965985940747
PCA 4 low_detection 9.99619230658755 3.65169022412401
PCA 4 high_detection -10.7735017568206 5.69082776350092
PCA 4 low_detection 12.136531163845 1.1826091330631
PCA 4 high_detection -13.8783446086631 3.40186231602448
PCA 4 low_detection 9.61126965125184 3.49629196011742
PCA 4 high_detection -5.9158630784272 2.4336849231471
PCA 4 low_detection 10.4951031878109 4.12636761182003
MDS 1 high_detection 235.188213618836 -142.954806321178
MDS 1 low_detection -270.087511227396 -95.3116314104927
MDS 1 high_detection 239.066105978708 -3.87915687318026
MDS 1 low_detection -296.962050353097 -83.7170277438133
MDS 1 high_detection 208.192234258865 -127.647442950366
MDS 1 low_detection -299.124442211128 -108.304715324281
MDS 1 high_detection 319.716609427573 -127.984140817754
MDS 1 low_detection -313.810002427266 -110.732191238152
MDS 1 high_detection 283.797998143465 -107.646231722031
MDS 1 low_detection -172.166299736591 -53.8956315958846
MDS 1 high_detection 249.508566495018 -96.5238300146026
MDS 1 low_detection -207.142352839734 -100.381257391796
MDS 1 high_detection 297.402655591097 -177.450250328728
MDS 1 low_detection -296.553143603794 -57.4056313107873
MDS 1 high_detection 298.120700634066 -215.07585664015
MDS 1 low_detection -215.553771507479 -63.0662752053572
MDS 1 high_detection 322.511545708981 -127.971663891523
MDS 1 low_detection -197.620227045694 -105.949332178029
MDS 1 high_detection 289.93199747003 -165.447866588458
MDS 1 low_detection -149.962664052838 -82.8364530880172
MDS 1 high_detection 245.935265586897 -147.963602699262
MDS 1 low_detection -273.674440838576 -79.3228058622426
MDS 1 high_detection 159.377228555918 -94.6048888643914
MDS 1 low_detection -217.925165196163 -75.7653797356334
MDS 1 high_detection 256.280219533979 -117.013423425492
MDS 1 low_detection -243.986613619195 -83.6781362285113
MDS 1 high_detection 220.256025191045 -123.828551184382
MDS 1 low_detection -230.38330374173 -66.7806359314212
MDS 1 high_detection 225.666806209731 -131.65658581983
MDS 1 low_detection -250.256006288026 -77.0749953269656
MDS 1 high_detection 215.414178582841 -139.046289392503
MDS 1 low_detection -196.157920227082 -96.9786923286021
MDS 1 high_detection 299.305488333715 -155.24803940805
MDS 1 low_detection -186.929695104779 -100.908835778909
MDS 1 high_detection 241.896013861688 -54.1421253639386
MDS 1 low_detection -174.878359099633 -88.8214141847206
MDS 1 high_detection 189.552669414857 -122.556251244801
MDS 1 low_detection -287.188469760798 -70.5440297922809
MDS 1 high_detection 256.660561695757 -180.147030165864
MDS 1 low_detection -240.168624338475 -68.1350229901658
MDS 2 high_detection 207.700938249918 59.6943812370175
MDS 2 low_detection -347.495785959612 42.4003536874423
MDS 2 high_detection 275.623491274181 145.98331883977
MDS 2 low_detection -336.103034268631 62.6092358637023
MDS 2 high_detection 218.266673563694 82.0931703440113
MDS 2 low_detection -249.073395525625 63.1840336339984
MDS 2 high_detection 205.634783423029 99.8081926060978
MDS 2 low_detection -303.440000406379 18.9943085280985
MDS 2 high_detection 260.602037868934 -7.95103962510864
MDS 2 low_detection -245.914410580063 57.5009291577379
MDS 2 high_detection 190.963940216246 90.3398400476344
MDS 2 low_detection -299.675246100783 59.7344313489344
MDS 2 high_detection 246.521069061232 32.9061725125896
MDS 2 low_detection -294.006554375908 109.455127206287
MDS 2 high_detection 169.21597997658 45.0350282276537
MDS 2 low_detection -318.154886579756 96.4102025488213
MDS 2 high_detection 272.900745864212 6.59012525061053
MDS 2 low_detection -310.676277810213 -3.76922830373502
MDS 2 high_detection 195.507364070839 12.6985267463533
MDS 2 low_detection -222.228368518309 54.586243766271
MDS 2 high_detection 211.300332679232 91.474010401449
MDS 2 low_detection -270.126341581867 46.1759839463706
MDS 2 high_detection 292.804414040264 91.5414284859997
MDS 2 low_detection -130.680283629629 43.1463784077592
MDS 2 high_detection 244.219049603321 28.9803902025581
MDS 2 low_detection -281.846218028343 55.7373554983289
MDS 2 high_detection 297.530167583846 91.1784109019461
MDS 2 low_detection -186.562043835757 69.8205593840638
MDS 2 high_detection 275.398752524431 97.4806019498931
MDS 2 low_detection -260.769846565664 36.6879847234526
MDS 2 high_detection 275.852896570072 97.6679102623885
MDS 2 low_detection -213.509563557131 29.6617248718948
MDS 2 high_detection 273.502433036107 110.407970323572
MDS 2 low_detection -275.605227278542 39.145989297254
MDS 2 high_detection 288.122474813726 107.097756587916
MDS 2 low_detection -235.522190074843 75.0599654594889
MDS 2 high_detection 293.324707317769 86.1668756675013
MDS 2 low_detection -194.672476691258 -27.5663458502497
MDS 2 high_detection 218.957271237326 121.473519544802
MDS 2 low_detection -221.285156702893 24.4406293288852
MDS 3 high_detection 196.839330580691 113.691042297463
MDS 3 low_detection -212.703483366585 121.107465945958
MDS 3 high_detection 230.711333760235 131.907555709198
MDS 3 low_detection -313.962807110785 109.737133266534
MDS 3 high_detection 257.857596720786 142.432007293196
MDS 3 low_detection -187.420220892536 79.5077431965233
MDS 3 high_detection 351.269335951466 184.242402575513
MDS 3 low_detection -188.254787005241 77.1160236819142
MDS 3 high_detection 205.722377374037 168.580720005719
MDS 3 low_detection -248.841590901106 99.8835940319549
MDS 3 high_detection 266.190848468582 100.604604792637
MDS 3 low_detection -268.987393269593 142.977036494763
MDS 3 high_detection 265.634146321872 126.507471854564
MDS 3 low_detection -276.409740346924 61.2684886286043
MDS 3 high_detection 229.827796868769 58.306885867575
MDS 3 low_detection -238.480668125794 58.4346849545754
MDS 3 high_detection 267.205424362811 143.777405081603
MDS 3 low_detection -268.086948211318 73.4335520596796
MDS 3 high_detection 162.800630242041 125.359780034842
MDS 3 low_detection -328.187495173583 40.1519200155987
MDS 3 high_detection 259.700728541969 86.5096596829644
MDS 3 low_detection -217.84126828582 61.1407233235005
MDS 3 high_detection 186.468072974031 149.850967809543
MDS 3 low_detection -214.708864642791 34.2880493820581
MDS 3 high_detection 265.160258947433 181.09580080579
MDS 3 low_detection -221.106195724998 108.309326607725
MDS 3 high_detection 181.306777825494 113.340703900012
MDS 3 low_detection -264.605231851481 100.090163954045
MDS 3 high_detection 215.991787428945 121.542806696532
MDS 3 low_detection -190.870973752057 102.958521823316
MDS 3 high_detection 232.188320814166 153.257571141252
MDS 3 low_detection -253.292991268487 52.2286028726353
MDS 3 high_detection 211.650322209081 158.659814448227
MDS 3 low_detection -253.538293511122 38.3375062511614
MDS 3 high_detection 241.343095270367 144.148581220614
MDS 3 low_detection -238.310426351672 120.401350852928
MDS 3 high_detection 269.519051958911 126.316359539767
MDS 3 low_detection -276.602628972348 84.3005339309662
MDS 3 high_detection 131.425949891766 86.6608895155067
MDS 3 low_detection -318.586123312237 95.8894286852594
MDS 4 high_detection 221.093466313083 -25.6053327781277
MDS 4 low_detection -239.268851472708 -3.22465584285053
MDS 4 high_detection 199.339334552029 -33.3564046715518
MDS 4 low_detection -233.713963168293 -73.8483162488503
MDS 4 high_detection 222.060160934303 -101.037072174999
MDS 4 low_detection -189.045838982439 -32.7495331369187
MDS 4 high_detection 184.111495656221 -34.1101880309778
MDS 4 low_detection -183.133965123514 -85.4557066214909
MDS 4 high_detection 258.867528356776 -9.80412794611503
MDS 4 low_detection -266.930530070756 -44.1403702024242
MDS 4 high_detection 242.837201059166 -64.454721793367
MDS 4 low_detection -224.113589882966 -81.1864694521958
MDS 4 high_detection 185.811228391678 -81.9399819083774
MDS 4 low_detection -254.615890954138 -86.1332896475919
MDS 4 high_detection 234.193052849417 -62.80789109786
MDS 4 low_detection -171.594452084526 -85.966753230173
MDS 4 high_detection 329.550709203731 -86.3151897633465
MDS 4 low_detection -273.466318540852 -66.3083829679668
MDS 4 high_detection 252.589839329179 -33.8416398660813
MDS 4 low_detection -226.7986908677 -33.0211337148459
MDS 4 high_detection 337.640549718519 -53.7288514365845
MDS 4 low_detection -222.492609177614 -54.3284280691878
MDS 4 high_detection 219.068223790832 -102.658777498575
MDS 4 low_detection -307.978103269823 -72.4627288111784
MDS 4 high_detection 281.102250591376 -124.870900627207
MDS 4 low_detection -181.667717647006 -61.676001579854
MDS 4 high_detection 223.952384025704 -111.334164661417
MDS 4 low_detection -218.380982360394 -66.4600709791619
MDS 4 high_detection 328.518735437933 -94.829468167649
MDS 4 low_detection -261.243092312416 -73.8413436185174
MDS 4 high_detection 269.859812493726 -44.069029558923
MDS 4 low_detection -300.436366250991 -35.2022441831758
MDS 4 high_detection 294.86777253248 4.3908709995436
MDS 4 low_detection -215.563429979737 -76.8147280380578
MDS 4 high_detection 235.136392558891 -116.48840180145
MDS 4 low_detection -263.348134437293 -12.4672844003357
MDS 4 high_detection 332.469219783269 -85.3328233359234
MDS 4 low_detection -205.874048720423 -60.8045680257233
MDS 4 high_detection 124.834784531178 -46.9272092048722
MDS 4 low_detection -236.104857220222 -78.8258907947741
VAMF 1 high_detection -18.4341383588876 -3.55713923206429
VAMF 1 low_detection -22.7336405139174 -4.34840659304949
VAMF 1 high_detection -6.64406232418763 5.35975054654566
VAMF 1 low_detection -19.3164700944843 -0.315267628985185
VAMF 1 high_detection -15.2509483345146 1.72755465046167
VAMF 1 low_detection -25.5949802425766 0.089359245326972
VAMF 1 high_detection -22.0367083924239 -0.0656681547141289
VAMF 1 low_detection -14.0335033118368 -1.64103113817111
VAMF 1 high_detection -17.2452970864598 1.872507803066
VAMF 1 low_detection -9.93888037280739 5.71887171392996
VAMF 1 high_detection -14.1517055141113 3.90661259078707
VAMF 1 low_detection -9.56712226231642 -2.22126283814803
VAMF 1 high_detection -24.5318189091507 -0.818276746319679
VAMF 1 low_detection -5.81018936035748 -1.12541591254371
VAMF 1 high_detection -18.7514328408914 -5.89574495415327
VAMF 1 low_detection -14.4314275197436 3.58563659137556
VAMF 1 high_detection -14.583730571772 -1.49047181402312
VAMF 1 low_detection -18.3949284284491 -7.34625760896679
VAMF 1 high_detection -17.5295406335295 -7.84218653661036
VAMF 1 low_detection -7.60733648829481 -3.33857426511032
VAMF 1 high_detection -17.5412313325499 -0.371417733397851
VAMF 1 low_detection -15.5444867841092 4.21034556348479
VAMF 1 high_detection -16.1242198021529 -2.02178612525645
VAMF 1 low_detection -12.7861145297838 -3.45300225033021
VAMF 1 high_detection -20.8867947336881 2.29006354348415
VAMF 1 low_detection -14.2999670617587 -3.89062154174477
VAMF 1 high_detection -18.732167338741 2.02922115821203
VAMF 1 low_detection -13.9226046639816 1.50942913431766
VAMF 1 high_detection -18.8090167237954 -0.467739964507151
VAMF 1 low_detection -17.4438116554274 2.82682430446775
VAMF 1 high_detection -25.4964633226719 -3.24366096283785
VAMF 1 low_detection -20.8443414553191 -4.22924225727126
VAMF 1 high_detection -25.7874769768928 -2.73276789713448
VAMF 1 low_detection -8.91487136843138 -7.91685390823787
VAMF 1 high_detection -17.4424553485632 10.8847971587354
VAMF 1 low_detection -10.2736861244575 -3.10066307500416
VAMF 1 high_detection -19.0117396600997 -2.34982033477802
VAMF 1 low_detection -16.6333466753683 4.49845523999051
VAMF 1 high_detection -16.5004757207386 -5.58131938846427
VAMF 1 low_detection -22.7356638404326 5.27476827157428
VAMF 2 high_detection -6.58303305819742 24.1954878052603
VAMF 2 low_detection -3.61206980040332 21.67861805313
VAMF 2 high_detection 11.2340014783673 21.6376919075457
VAMF 2 low_detection 6.52824767207145 14.6973779985651
VAMF 2 high_detection 4.48793047488377 9.67086030283254
VAMF 2 low_detection -0.179597370357954 20.6293775700506
VAMF 2 high_detection 0.865322123630091 20.2642636296749
VAMF 2 low_detection -7.97190476408285 24.4807968677248
VAMF 2 high_detection -9.25674216903461 10.8493639562579
VAMF 2 low_detection -2.02325847438745 25.2635074571616
VAMF 2 high_detection -2.93092130392945 21.9829612693963
VAMF 2 low_detection 1.74852402340615 15.5132937049182
VAMF 2 high_detection 0.209818858587269 13.0278320804015
VAMF 2 low_detection 9.36349461227615 20.4620594126477
VAMF 2 high_detection -4.59307242852472 14.3582410436801
VAMF 2 low_detection 10.0780154525411 19.2815901115478
VAMF 2 high_detection -4.0145974933896 9.22959042202394
VAMF 2 low_detection -10.0895628204584 14.1229835395814
VAMF 2 high_detection -7.02709774167724 10.9763507961615
VAMF 2 low_detection 4.29128900514529 15.6546170869271
VAMF 2 high_detection 1.23243233015044 18.3297499575695
VAMF 2 low_detection 3.00712282847659 14.9839522213911
VAMF 2 high_detection -4.40246755758074 27.4144923038853
VAMF 2 low_detection -5.33972008108079 21.3470171071138
VAMF 2 high_detection -5.20889276576018 16.8633635499779
VAMF 2 low_detection 1.60249059452098 16.6298125961682
VAMF 2 high_detection -0.550690480940035 16.3873174981548
VAMF 2 low_detection 9.72771492989225 9.87795284005714
VAMF 2 high_detection 1.36638267576324 17.5988120114768
VAMF 2 low_detection -6.3099059151884 22.7053262346577
VAMF 2 high_detection 4.48395049354695 15.8396435642078
VAMF 2 low_detection 0.224401964028573 16.2636775984154
VAMF 2 high_detection 2.20679433956685 17.7200811472161
VAMF 2 low_detection -8.35124608258454 19.808287827994
VAMF 2 high_detection 0.22267334968041 18.3077776716441
VAMF 2 low_detection 10.8926857370091 21.9934286851076
VAMF 2 high_detection -0.503167095241193 12.6808967341038
VAMF 2 low_detection -4.71509873085356 2.03319121926039
VAMF 2 high_detection 2.86722314717278 14.4695840851515
VAMF 2 low_detection -4.43141730412967 18.6845098410202
VAMF 3 high_detection 17.732421433292 3.04547017324315
VAMF 3 low_detection 21.823328427309 5.33610306226853
VAMF 3 high_detection 24.3495977606455 -4.21649514810378
VAMF 3 low_detection 30.079891415438 -0.449015652475569
VAMF 3 high_detection 20.3071516379642 -7.26530462243878
VAMF 3 low_detection 14.0576468078988 -0.0470528843939762
VAMF 3 high_detection 22.8775867970073 -0.90237429939018
VAMF 3 low_detection 23.2620217186085 -6.21163689976577
VAMF 3 high_detection 18.5311080956168 1.1059363418683
VAMF 3 low_detection 28.7932286025969 -6.64669673272681
VAMF 3 high_detection 11.2796403188918 -2.46264301210098
VAMF 3 low_detection 29.5054825444023 6.68437674855897
VAMF 3 high_detection 14.3513157245045 1.35490392394636
VAMF 3 low_detection 16.241029609762 1.14417876852899
VAMF 3 high_detection 12.0294746087352 -3.86298173367451
VAMF 3 low_detection 13.5481081379683 2.47306320099703
VAMF 3 high_detection 17.2129003213198 0.0790109588344613
VAMF 3 low_detection 18.7207467298526 1.1798015383396
VAMF 3 high_detection 11.4328738553886 4.86605471881653
VAMF 3 low_detection 18.0030944075142 -3.73207246351049
VAMF 3 high_detection 13.0811580883397 -0.948357070846347
VAMF 3 low_detection 21.2555024420116 -2.74790624328415
VAMF 3 high_detection 17.9030525592711 -0.188549471600332
VAMF 3 low_detection 12.2881753942656 -4.67226464617961
VAMF 3 high_detection 22.0518441931017 3.82163389234926
VAMF 3 low_detection 24.8703584627323 -1.10951404345782
VAMF 3 high_detection 14.5431384727072 -3.0659461756899
VAMF 3 low_detection 20.9972944360296 0.0912400008202857
VAMF 3 high_detection 16.0652115479624 0.318217791600089
VAMF 3 low_detection 14.1240709315167 9.91224951528699
VAMF 3 high_detection 17.4755889298174 0.376935791227255
VAMF 3 low_detection 15.8297530730596 0.565527651740325
VAMF 3 high_detection 17.3546519193249 7.65113436814868
VAMF 3 low_detection 14.6482413834701 -2.08721847171722
VAMF 3 high_detection 22.5590463517197 -5.23490412159058
VAMF 3 low_detection 21.9081368578872 2.91566809485657
VAMF 3 high_detection 18.7298242608255 -4.71609190891744
VAMF 3 low_detection 14.5124522206632 7.63859002301375
VAMF 3 high_detection 16.6565857611855 -6.53380725992927
VAMF 3 low_detection 22.0681276483689 -0.278740336179024
VAMF 4 high_detection 1.81367758236469 -8.44624869468602
VAMF 4 low_detection 9.22985431822171 -11.2887863740161
VAMF 4 high_detection 6.02320374065729 -18.2700062263316
VAMF 4 low_detection -4.53154262301538 -18.6587260155103
VAMF 4 high_detection -6.22414977181261 -16.2390186211381
VAMF 4 low_detection 6.8392409880032 -10.240888191164
VAMF 4 high_detection 4.1569950475502 -18.8679988201254
VAMF 4 low_detection -4.35440160332878 -17.5516325292159
VAMF 4 high_detection 2.4513876386677 -5.70899617630511
VAMF 4 low_detection 6.24752779684985 -18.7684384416944
VAMF 4 high_detection 0.645548756204196 -12.6116024122085
VAMF 4 low_detection -5.1147497590901 -22.3071877314664
VAMF 4 high_detection -4.18592595553852 -11.7830238345109
VAMF 4 low_detection -1.99489176943284 -18.8328604585307
VAMF 4 high_detection 2.07288443729966 -22.147840707556
VAMF 4 low_detection 1.95616706003453 -20.6010250955066
VAMF 4 high_detection 4.08297458784021 -14.232230722316
VAMF 4 low_detection -3.79626631700301 -16.430454569819
VAMF 4 high_detection 2.51995493396243 -13.4168972471228
VAMF 4 low_detection 2.16239489078876 -17.1275658567323
VAMF 4 high_detection 2.53575914044026 -14.0458483559769
VAMF 4 low_detection 5.59127333080658 -19.3944911910713
VAMF 4 high_detection -10.3480691166487 -14.2933780923471
VAMF 4 low_detection 1.44620067994901 -21.4573182637244
VAMF 4 high_detection -7.34617080083564 -12.2167835606757
VAMF 4 low_detection -0.104024874987972 -9.41711772768992
VAMF 4 high_detection -6.46543819041902 -17.2355380043072
VAMF 4 low_detection 4.54114123504713 -10.53036409204
VAMF 4 high_detection -5.09722535249052 -16.0839629070366
